ID,Emotion,Label,WavPath,Text
Sess06_script02_M013,surprise,1,KEMDy19/wav/Session06/Sess06_script02/Sess06_script02_M013.wav, 야 마지막 하나. 마지막 하나. 제발 제발.
Sess06_script03_M015,sad,3,KEMDy19/wav/Session06/Sess06_script03/Sess06_script03_M015.wav,아이 틀리긴 뭘 틀려. 빨리 병원 가자니까. 어?
Sess06_script06_M016,angry,2,KEMDy19/wav/Session06/Sess06_script06/Sess06_script06_M016.wav,어어어 예 그거 한 번 해봐요 거 어? 춤 추면서 응?
Sess06_impro02_M011,angry,2,KEMDy19/wav/Session06/Sess06_impro02/Sess06_impro02_M011.wav,왜 상하시지? 저는 그냥 정확한 말씀 말을 드린 거 뿐인데.
Sess06_script01_M028,happy,5,KEMDy19/wav/Session06/Sess06_script01/Sess06_script01_M028.wav,이게 뭔데?
Sess06_script02_M010,neutral,4,KEMDy19/wav/Session06/Sess06_script02/Sess06_script02_M010.wav,좋았다 어 일단 5천 원 확보야 이거.
Sess06_impro04_M001,neutral,4,KEMDy19/wav/Session06/Sess06_impro04/Sess06_impro04_M001.wav,아예 부르셨습니까?
Sess06_script02_M007,neutral,4,KEMDy19/wav/Session06/Sess06_script02/Sess06_script02_M007.wav,아이 야 멍멍이 소리 그만하고 어? 보기나 해. 
Sess06_impro03_M015,sad,3,KEMDy19/wav/Session06/Sess06_impro03/Sess06_impro03_M015.wav, 엄마 엄마 미안해요. 그냥 아이 너무 답답해가지고 그냥 누구한테 투정 부리고 싶었는데 그게 엄마였고. 근데 엄마는 그 내 얘기도 안 듣는 거 같아가지고 진짜.
Sess06_script02_M026,happy,5,KEMDy19/wav/Session06/Sess06_script02/Sess06_script02_M026.wav,1억? 1억. 그래 콜. 야 돈 찾으면 내가 그럼 바로 현금으로 줄게.
Sess06_script03_M004,angry,2,KEMDy19/wav/Session06/Sess06_script03/Sess06_script03_M004.wav,아이 모를 수도 있지 뭐. 그 뭐 대수인가? 야야 이거 진짜 웃기다 이거. 
Sess06_impro01_M015,neutral,4,KEMDy19/wav/Session06/Sess06_impro01/Sess06_impro01_M015.wav, 나 좀 씻을게 어? 피곤하네 그냥. 오늘여보 좀 피곤해가지고 자야겠어.
Sess06_script01_M010,neutral,4,KEMDy19/wav/Session06/Sess06_script01/Sess06_script01_M010.wav,아니 그게 아니라 아이 갑자기 아 갑자기 그러니까 당황해서 그렇지 응? 
Sess06_impro04_M003,neutral,4,KEMDy19/wav/Session06/Sess06_impro04/Sess06_impro04_M003.wav,분위기가 아주 좋아요.
Sess06_script02_M004,disgust,6,KEMDy19/wav/Session06/Sess06_script02/Sess06_script02_M004.wav,야 가만 있어라 어? 이게 다 정성을 담아야 당첨되는 거야. 나의 온 기운을 모아서 그리고 이 소망을 담아서 한땀 한땀 이 마킹한 번호의 여섯개가 빛나는 순간까지 아유 아유 본방 지켜보고 간절히 원하고 또 원하면 이게 당첨되는 거라고
Sess06_script06_M013,neutral,4,KEMDy19/wav/Session06/Sess06_script06/Sess06_script06_M013.wav,아이 됐고요. 취직공부 하느라 뭐 연애 할 뭐 연애 할 시간도 없던 거죠 뭐. 그럼 마지막으로 연애한게 언제에요?
Sess06_script04_M003,fear,0,KEMDy19/wav/Session06/Sess06_script04/Sess06_script04_M003.wav,아 이 씨 괜히 운전해서 이씨.
Sess06_script06_M010,neutral,4,KEMDy19/wav/Session06/Sess06_script06/Sess06_script06_M010.wav,그런아니 뭐 뭐 패션이라는게 뭐 주관적인게 아닌가요? 내가보기엔 10점이에요.
Sess06_script05_M012,neutral,4,KEMDy19/wav/Session06/Sess06_script05/Sess06_script05_M012.wav,아니요. 기본이 부족해서 싫고 이 뜻은 그 심사위원 모두 공감했습니다. 제가 말씀드리면 소은씨는 발전하는게 아니라 퇴보하게 될 거니까 발전이란 바탕이 있어야 높아지는데 잔인한 이야기지만 소은씨는 바탕이 부족해요. 작성 후 읽어는 보셨나요? 페이지 하나 하나마다 오타가 하나씩은 있었습니다. 그리고
Sess06_script06_M004,neutral,4,KEMDy19/wav/Session06/Sess06_script06/Sess06_script06_M004.wav,근데 이게 장점이라면 장점이고 단점이라면 단점이에요. 응? 지방대 이공계 출신에 더군다나 대학원을 나왔으니 나이도 많고 경력은 회사생활 딸랑 3개월 빼고는 전무하고. 
Sess06_script03_M022,sad,3,KEMDy19/wav/Session06/Sess06_script03/Sess06_script03_M022.wav,미숙아.
Sess06_impro02_M007,angry,2,KEMDy19/wav/Session06/Sess06_impro02/Sess06_impro02_M007.wav, 뭐요? 뭐가요? 전 그냥 정확하게 평가를 한 건데요? 뭐 기분 나쁘신가요?
Sess06_script03_M001,neutral,4,KEMDy19/wav/Session06/Sess06_script03/Sess06_script03_M001.wav,촤 야 야 저 저 저거 봐봐 야 저 개그맨 웃기지 않냐? 
Sess06_script06_M014,angry,2,KEMDy19/wav/Session06/Sess06_script06/Sess06_script06_M014.wav, 그럼 됐죠 뭐. 거 연애 이야기를 물어본 건 저도 뭐 실례니까 이해 해 주시고요 어쨌든 이게 다 면접 방식중에 하나에요. 이해하시죠? 그리고 뭐 이력서에 보니까 특기가 노래랑 춤이라고 적혀있는데 그 노래 잘 해요?
Sess06_script06_M002,neutral,4,KEMDy19/wav/Session06/Sess06_script06/Sess06_script06_M002.wav,하 지방대 출신이시네요.
Sess06_script04_M016,fear,0,KEMDy19/wav/Session06/Sess06_script04/Sess06_script04_M016.wav,야 너 내가 망가지는 걸 바래? 어? 내 인생 바닥으로 떨어지길 원하냐고. 
Sess06_impro03_M007,neutral,4,KEMDy19/wav/Session06/Sess06_impro03/Sess06_impro03_M007.wav,아 김 부장 그 나한테만 뭐라 맨날 뭐라한다. 어?
Sess06_script01_M004,neutral,4,KEMDy19/wav/Session06/Sess06_script01/Sess06_script01_M004.wav, 어 글쎄 열심히 일해서 그냥 지금 일 하고있는 중국집 주인 되는 거?
Sess06_impro02_M016,angry,2,KEMDy19/wav/Session06/Sess06_impro02/Sess06_impro02_M016.wav, 오케이 그렇게 지금 자존심 상하시죠? 네? 지금 막 기분 나쁘시죠?
Sess06_script05_M005,neutral,4,KEMDy19/wav/Session06/Sess06_script05/Sess06_script05_M005.wav, 팀도 아닌데 제가 설명을 드려야 하나요?
Sess06_script01_M032,happy,5,KEMDy19/wav/Session06/Sess06_script01/Sess06_script01_M032.wav, 여진아. 와 진짜 사랑한다. 진짜 정말 사랑해. 
Sess06_script04_M031,fear,0,KEMDy19/wav/Session06/Sess06_script04/Sess06_script04_M031.wav, 완전히 끝장 내야지. 
Sess06_impro02_M017,angry,2,KEMDy19/wav/Session06/Sess06_impro02/Sess06_impro02_M017.wav,그런 기분으로 요리를 해보세요.
Sess06_script03_M007,neutral,4,KEMDy19/wav/Session06/Sess06_script03/Sess06_script03_M007.wav,이게 뭐야? 집 앞 마트는 남편 뭐야 라면하고 뭐 생필품이 싸고 반찬가게는 옆 동네에 시장이 괜찮고 야 이거 뭔데 날 줘?
Sess06_impro01_M012,happy,5,KEMDy19/wav/Session06/Sess06_impro01/Sess06_impro01_M012.wav,그럼 따 하 그럼 따갑지 안 아 안 따가?
Sess06_impro04_M007,neutral,4,KEMDy19/wav/Session06/Sess06_impro04/Sess06_impro04_M007.wav,아이 부장님 저한테 왜 그러세요. 
Sess06_script04_M020,fear,0,KEMDy19/wav/Session06/Sess06_script04/Sess06_script04_M020.wav,야 지금 나한테 하는 짓이 더 이상해. 알아? 
Sess06_script05_M014,neutral,4,KEMDy19/wav/Session06/Sess06_script05/Sess06_script05_M014.wav,음맞아요 그 지속성. 그리고 기본적으로 이번 프로젝트는 3년이란 시간을 기본 바탕으로 하고 있어요. 그 중에서 가장 필요한게 담당자의 책임감과 꾸준함이죠. 그중 그 환경문제가 한 번에 해결 된 게 아니니까요. 하지만 소은씨는 그 기본마저 안 돼있어요. 자기 보고서 하나도 제대로 완수 못 하고 오타를 내는 담당자에게 어떻게 3년이란 시간을 지속되는 프로젝트를 맡길 수 있겠습니까?
Sess06_script03_M023,sad,3,KEMDy19/wav/Session06/Sess06_script03/Sess06_script03_M023.wav,도대체 무슨 소릴 하고 있는 거야. 
Sess06_script02_M011,surprise,1,KEMDy19/wav/Session06/Sess06_script02/Sess06_script02_M011.wav,어 야 야 네개 맞았다. 야 이거 네개 네개 맞았어 이거. 이이 야 이거 오와 야 이거 어떡해.
Sess06_impro03_M005,neutral,4,KEMDy19/wav/Session06/Sess06_impro03/Sess06_impro03_M005.wav,그래 뭐 내가 어 다이아몬드나 사파이언 아니어도 나 어디 가서 꿀리는 그런 사람은 아니거든? 어?
Sess06_script02_M016,surprise,1,KEMDy19/wav/Session06/Sess06_script02/Sess06_script02_M016.wav, 로또 1등. 로또 1등. 와 1등 야 이거 대박 아 어떡해 오빠 어떡해 어떡해 어떡해야 이거 이 야 야 야 야 야 나 좀 꼬집어 봐. 야 야 야 꼬집어줄게 야 미쳤다 이거. 야 야 야 거 제대로 꼬집어 이 꼬지 이게 알 수 없으니까 빨랑. 와 이거. 
Sess06_impro02_M004,neutral,4,KEMDy19/wav/Session06/Sess06_impro02/Sess06_impro02_M004.wav, 당연히 올리브오일을 넣었겠죠. 예? 그 올리브오일 올리브오일을 넣었다고 한 거에 잘못됐다고 한 게 아니라 그 올리브오일의 양에 대해서 제가 뭐라 하는 거예요. 예? 고추에 그 강한 맛을 잡아주는 그 오일의 양을 그 정확한 양을 아시겠어요? 얼마 정도 넣으셨죠?
Sess06_impro01_M010,happy,5,KEMDy19/wav/Session06/Sess06_impro01/Sess06_impro01_M010.wav, 뭔 소리야 아직 바르지도 않았는데. 어? 이제 바른다. 어?
Sess06_script05_M006,neutral,4,KEMDy19/wav/Session06/Sess06_script05/Sess06_script05_M006.wav,그러는 소은씨에게 소은씨는 왜 물어보는 거죠? 어차피 추진되면 다 아는 아이디어를 굳이 추진도 하기 전에 물어보는 이유는 뭔가요?
Sess06_script04_M028,surprise,1,KEMDy19/wav/Session06/Sess06_script04/Sess06_script04_M028.wav,왜 뭐? 뭔데?
Sess06_impro01_M025,neutral,4,KEMDy19/wav/Session06/Sess06_impro01/Sess06_impro01_M025.wav,
Sess06_script03_M006,neutral,4,KEMDy19/wav/Session06/Sess06_script03/Sess06_script03_M006.wav,아 뭔데. 한참 재밌게 보고 있는데. 
Sess06_script01_M022,happy,5,KEMDy19/wav/Session06/Sess06_script01/Sess06_script01_M022.wav,어? 그치? 웃기지. 아 이런 선물 받으니까 어이가 없지? 
Sess06_impro04_M008,angry,2,KEMDy19/wav/Session06/Sess06_impro04/Sess06_impro04_M008.wav, 그럼 이게 전무님이 다 계획한 큰 그림이라고요?
Sess06_script04_M002,fear,0,KEMDy19/wav/Session06/Sess06_script04/Sess06_script04_M002.wav,아이 씨 그러니까 날 말렸어야지. 술 먹어서 운전 안 한다고 했잖아이.
Sess06_script04_M018,fear,0,KEMDy19/wav/Session06/Sess06_script04/Sess06_script04_M018.wav,야 너 자꾸 이러면 나 더이상 안 참아. 
Sess06_script01_M019,neutral,4,KEMDy19/wav/Session06/Sess06_script01/Sess06_script01_M019.wav,어서 봐봐. 
Sess06_impro04_M011,surprise,1,KEMDy19/wav/Session06/Sess06_impro04/Sess06_impro04_M011.wav,저 혼자 못 죽어요. 이거 그 부장님이 저한테 처음 프로젝트 맡았을 때 했던 얘기에요. 예? 그래 알았어요. 부장님 저 징계위원회 갈게요. 예? 가서 어떻게 되는지 똑똑히 보자고.
Sess06_script02_M008,disgust,6,KEMDy19/wav/Session06/Sess06_script02/Sess06_script02_M008.wav,어 야야 시작한다 어? 오케이. 옳치 야 야 하나 맞았다. 
Sess06_impro02_M015,angry,2,KEMDy19/wav/Session06/Sess06_impro02/Sess06_impro02_M015.wav,아니 음식이 맛이 없다고 하고서 맛이 없다고 말씀 드리는 거 자체는 인정을 못 하시네.
Sess06_script06_M001,neutral,4,KEMDy19/wav/Session06/Sess06_script06/Sess06_script06_M001.wav,432번 이유진씨 맞습니까?
Sess06_script06_M019,angry,2,KEMDy19/wav/Session06/Sess06_script06/Sess06_script06_M019.wav,에? 아니 지금 무슨 말을 그렇게 하는 거에요? 거 신성한 면접실에서? 
Sess06_script02_M006,angry,2,KEMDy19/wav/Session06/Sess06_script02/Sess06_script02_M006.wav,아 지금 하고 있으니까 끝나고 끝나고 준다고
Sess06_script04_M006,fear,0,KEMDy19/wav/Session06/Sess06_script04/Sess06_script04_M006.wav,아 그러니까 왜 이 야바에 이 야밤에 돌아다녀가지고 차에 치이고 난리야 이씨. 아이씨 진짜 이씨.
Sess06_script02_M001,neutral,4,KEMDy19/wav/Session06/Sess06_script02/Sess06_script02_M001.wav,로또 추첨 방송 기다린다. 로또 대박. 로또대박
Sess06_impro01_M021,happy,5,KEMDy19/wav/Session06/Sess06_impro01/Sess06_impro01_M021.wav, 뭘 행복해. 손등 다 피나고 아주 작살 내놓고선 뭐가. 참나 행복할 것도 없다. 어휴 씨. 나 피곤하니까 지금 씻을게
Sess06_impro04_M012,surprise,1,KEMDy19/wav/Session06/Sess06_impro04/Sess06_impro04_M012.wav,그거 그 전무님이랑 부장님 사이에 있는 이중장부? 그거 저 다 까발릴게요. 거기서 어떤 반응이 나오는지 한번 보자구요.
Sess06_script02_M022,happy,5,KEMDy19/wav/Session06/Sess06_script02/Sess06_script02_M022.wav,아이 됐고.
Sess06_script04_M030,fear,0,KEMDy19/wav/Session06/Sess06_script04/Sess06_script04_M030.wav, 야 뭘 어떡해. 이왕 이렇게 된 거 확실히 해야지.
Sess06_script02_M020,happy,5,KEMDy19/wav/Session06/Sess06_script02/Sess06_script02_M020.wav, 그럼 그럼 믿지 진짜 이씨 .
Sess06_script04_M007,surprise,1,KEMDy19/wav/Session06/Sess06_script04/Sess06_script04_M007.wav,아이씨 . 깜짝. 아 뭐 뭐야 어떻게 됐어. 죽었어?
Sess06_script03_M009,sad,3,KEMDy19/wav/Session06/Sess06_script03/Sess06_script03_M009.wav,아이 지금 뭔 소리 하는 거야? 어? 어이 농담이지?
Sess06_impro01_M006,neutral,4,KEMDy19/wav/Session06/Sess06_impro01/Sess06_impro01_M006.wav, 이 사람아. 내가 의사야. 어 딱 봐도 알아. 약상자 가지고 와 약 상자.
Sess06_script06_M018,angry,2,KEMDy19/wav/Session06/Sess06_script06/Sess06_script06_M018.wav,만나아이구 잘하시네. 아이 목소리가 너무 작네 어? 조금 더 크게. 
Sess06_script06_M020,angry,2,KEMDy19/wav/Session06/Sess06_script06/Sess06_script06_M020.wav,하 나 아 그럼 나가 어? 당신 말고도 여기 지원자 많으니까.
Sess06_script02_M019,neutral,4,KEMDy19/wav/Session06/Sess06_script02/Sess06_script02_M019.wav,신상구두좀아이 그니까 로또 1등 된 사람만 쫓아다니면 어 돈 뺐고 구걸하는 사람들도 있다니까 어? 야 혹시 모르니까 이건 너마하고 나만 아는 그런 비밀이야 알았어
Sess06_script04_M009,fear,0,KEMDy19/wav/Session06/Sess06_script04/Sess06_script04_M009.wav, 그럼 뭐지? 그럼 뭐지? 
Sess06_script05_M011,neutral,4,KEMDy19/wav/Session06/Sess06_script05/Sess06_script05_M011.wav,좋은 질문이군요. 솔직히 소은씨 아이디어가 지 가장 훌륭했고 가장 높은 점수를 받았습니다. 하지만 저는 소은씨같은 스타일을 싫어해요.
Sess06_script02_M002,disgust,6,KEMDy19/wav/Session06/Sess06_script02/Sess06_script02_M002.wav,야. 아니 친오빠한테 오지고 지리고?
Sess06_script04_M008,fear,0,KEMDy19/wav/Session06/Sess06_script04/Sess06_script04_M008.wav,어? 아무것도 없다니. 어? 아이 그게 말이 돼? 틀림없이 사람 쳤잖아그래 그래 너도 봤잖아. 
Sess06_impro01_M007,happy,5,KEMDy19/wav/Session06/Sess06_impro01/Sess06_impro01_M007.wav,그 내가 어떻게 알아. 어? 아니 원래 그 유명한 그 그 셰프들도 그 뭐냐 어 집에만 가면은 그리고 라면 먹고 막 그러는 거야. 어 빨리 약상자 어딨어? 가져와 약 발라줄게.
Sess06_script04_M017,surprise,1,KEMDy19/wav/Session06/Sess06_script04/Sess06_script04_M017.wav,야. 전화기 내려놔.
Sess06_script04_M032,fear,0,KEMDy19/wav/Session06/Sess06_script04/Sess06_script04_M032.wav, 이미 늦었어 씨. 
Sess06_impro03_M006,neutral,4,KEMDy19/wav/Session06/Sess06_impro03/Sess06_impro03_M006.wav,하 아우 김 부장 씨. 
Sess06_impro02_M019,angry,2,KEMDy19/wav/Session06/Sess06_impro02/Sess06_impro02_M019.wav, 한번 해봐요 그러면. 
Sess06_script04_M024,fear,0,KEMDy19/wav/Session06/Sess06_script04/Sess06_script04_M024.wav,넌 차에서 내려도 경찰에 전화해도 너 죽어 알았어?
Sess06_impro04_M004,neutral,4,KEMDy19/wav/Session06/Sess06_impro04/Sess06_impro04_M004.wav,아 추가 비용 같은 경운 원래 그 기본 그 자금이 좀 부족했어서 어쩔 수 없이 그 발생하는 경우여서요 예.
Sess06_impro02_M018,angry,2,KEMDy19/wav/Session06/Sess06_impro02/Sess06_impro02_M018.wav,오케이. 결 해결했네요. 예? 아 그래요 나오시지 마세요. 나오시지 마시고 제가 한마디 충고하잖아요? 이 짬뽕을 만든다고 생각하지 말고 요리를 만든다고 생각하세요. 그깟 알량한 자존심 부리지 마시고 예? 맛있는 요리를 만들라고요.
Sess06_impro02_M006,angry,2,KEMDy19/wav/Session06/Sess06_impro02/Sess06_impro02_M006.wav,예 방금 방금 본인이 그렇게 말씀하셨잖아요?
Sess06_script04_M026,fear,0,KEMDy19/wav/Session06/Sess06_script04/Sess06_script04_M026.wav, 야 야 그냥 그냥 이대로 가면 돼. 우리 아무 아무 일도 없던 거야. 야 우린 그냥 그 전처럼 돌아가면 되는 거라고. 그 사람이 죽었든 살았든 우린 그냥 사람 친 적이 없어. 
Sess06_script03_M011,sad,3,KEMDy19/wav/Session06/Sess06_script03/Sess06_script03_M011.wav,아니 수술하면 되는 거 아냐?
Sess06_impro03_M014,sad,3,KEMDy19/wav/Session06/Sess06_impro03/Sess06_impro03_M014.wav, 근데 왜 난 맨날 쓴맛 이상한맛만 있는 건데. 
Sess06_script04_M015,fear,0,KEMDy19/wav/Session06/Sess06_script04/Sess06_script04_M015.wav,나 공무원 시험도 못 보면은 우리 결혼도 못 해 알아? 그냥 가자. 어? 
Sess06_script03_M016,sad,3,KEMDy19/wav/Session06/Sess06_script03/Sess06_script03_M016.wav, 갑자기 아버지 얘기를 왜 해.
Sess06_script05_M010,neutral,4,KEMDy19/wav/Session06/Sess06_script05/Sess06_script05_M010.wav,발전. 아 어디까지 돼야 발전일까요. 아이디어를 내는 족족 최 채택되면 그게 발전일까요? 아니면 회사에서 무조건 인정해주면 그게 발전일까요?
Sess06_script03_M024,sad,3,KEMDy19/wav/Session06/Sess06_script03/Sess06_script03_M024.wav,그만하고 미숙아 진짜 내가 잘못했어. 어? 아 내가 잘못했어. 제발 살아. 어? 제발 살아줘 제발. 
Sess06_script01_M009,happy,5,KEMDy19/wav/Session06/Sess06_script01/Sess06_script01_M009.wav, 야 씨 야 뭐 그렇게 크게 말해. 부끄럽게 
Sess06_impro04_M002,neutral,4,KEMDy19/wav/Session06/Sess06_impro04/Sess06_impro04_M002.wav,매우 좋습니다. 예.
Sess06_impro01_M024,happy,5,KEMDy19/wav/Session06/Sess06_impro01/Sess06_impro01_M024.wav,뭘 못 들어 귓구멍 파 그러면. 어? 아 나 참 진짜 어? 일하고 온 남편 어 와가지고 바로 그냥 어 안에서 어 뭐야 밖에서도 의사고 안에서도 의사고 아주 어? 나 좀 쉴게. 나 피곤해 나 자야 돼. 어? 여보 진짜 힘들어요. 어? 
Sess06_script04_M023,fear,0,KEMDy19/wav/Session06/Sess06_script04/Sess06_script04_M023.wav,그러니까 너도 똑바로 들어. 
Sess06_script04_M013,fear,0,KEMDy19/wav/Session06/Sess06_script04/Sess06_script04_M013.wav,데려가야지아니 우리 술 마셨잖아. 
Sess06_script05_M015,neutral,4,KEMDy19/wav/Session06/Sess06_script05/Sess06_script05_M015.wav, 아 이제 제 이야기는 끝난 거 같네요. 회의시간 10분전입니다. 전 소은씨에게 5분을 드렸고 소은씨는 어느정도 이해한 거 같네요. 버려진 5분만큼 본인 발전하는데 시간을 좀 쓰세요. 그럼 나가주시죠.
Sess06_impro01_M018,neutral,4,KEMDy19/wav/Session06/Sess06_impro01/Sess06_impro01_M018.wav,아이 나 참 아이 나 피곤해. 어? 그 나 내일 일찍 자야돼. 나 내일 아침에 일찍부터 수술있고 그러니 피곤해 자.
Sess06_impro02_M009,angry,2,KEMDy19/wav/Session06/Sess06_impro02/Sess06_impro02_M009.wav, 알겠어요. 그러면 탕수육 얘기를 한번 해봅시다. 예? 탕수육 가격이 너무 비싸다 생각하지 않아요? 맛에 비해. 이게 탕수육을 만든 건지 아님 그냥 돼지 돼지고기에다가 밀가루 묻혀가지고 어? 튀긴 건지 이게 간만 비슷하고 맛이 없잖아요.
Sess06_script06_M008,neutral,4,KEMDy19/wav/Session06/Sess06_script06/Sess06_script06_M008.wav,음 그 본인이 생각하기에 오늘 코디는 어때요? 어? 본인 스스로 뭐 점수를 준다면?
Sess06_impro04_M010,surprise,1,KEMDy19/wav/Session06/Sess06_impro04/Sess06_impro04_M010.wav, 예 알겠습니다. 그럼 징계위원회 가기 가겠습니다. 예? 근데 저 혼자 못 죽어요. 아시겠어요? 그 부 전무님 전무님이랑 부장님 사이에 있는 거 예 그런 거 다 제가 이중장부하는 거 모를 거 같아요? 그리고 이거 여기 핸드폰 안에 있는 거 이거 들리세요? 
Sess06_script06_M006,neutral,4,KEMDy19/wav/Session06/Sess06_script06/Sess06_script06_M006.wav,예.
Sess06_impro01_M009,neutral,4,KEMDy19/wav/Session06/Sess06_impro01/Sess06_impro01_M009.wav,아이 됐어 손 봐봐 어 좀 따끔할거야. 어?
Sess06_impro03_M016,neutral,4,KEMDy19/wav/Session06/Sess06_impro03/Sess06_impro03_M016.wav,예. 
Sess06_impro03_M002,neutral,4,KEMDy19/wav/Session06/Sess06_impro03/Sess06_impro03_M002.wav,예에.
Sess06_script02_M003,neutral,4,KEMDy19/wav/Session06/Sess06_script02/Sess06_script02_M003.wav,참 내 야 BTS가 오빠냐? 너보다 여섯살은 어려. 웃기고 있네 이씨
Sess06_script03_M012,sad,3,KEMDy19/wav/Session06/Sess06_script03/Sess06_script03_M012.wav, 그럼 얼마나 살 수 있대?
Sess12_impro02_M017,sad,3,KEMDy19/wav/Session12/Sess12_impro02/Sess12_impro02_M017.wav,아 몰라 그냥 투정 부리고 싶었나 봐. 미안해 엄마.
Sess12_script06_M018,happy,5,KEMDy19/wav/Session12/Sess12_script06/Sess12_script06_M018.wav,아 야 야 아프게 꼬집으면 어떡해 이씨.
Sess12_impro04_M009,angry,2,KEMDy19/wav/Session12/Sess12_impro04/Sess12_impro04_M009.wav,당신이 먹어봤을 거 아니에요.
Sess12_impro02_M008,neutral,4,KEMDy19/wav/Session12/Sess12_impro02/Sess12_impro02_M008.wav,아니 김 부장 왜 그래? 왜 나한테만 맨날 그러는지 몰라.
Sess12_script04_M010,sad,3,KEMDy19/wav/Session12/Sess12_script04/Sess12_script04_M010.wav,아 장난이지? 농담하는 거지? 아 지금이라도 빨리 병원 가자.
Sess12_impro04_M011,angry,2,KEMDy19/wav/Session12/Sess12_impro04/Sess12_impro04_M011.wav,진심으로요?
Sess12_script06_M017,happy,5,KEMDy19/wav/Session12/Sess12_script06/Sess12_script06_M017.wav,어떡해야 나 나 꼬집어 좀 꼬집어줘. 이게 진짜니? 
Sess12_impro03_M017,neutral,4,KEMDy19/wav/Session12/Sess12_impro03/Sess12_impro03_M017.wav,아 가서 누가 더 불리한지 한번 봐 보죠 그럼.
Sess12_script05_M020,neutral,4,KEMDy19/wav/Session12/Sess12_script05/Sess12_script05_M020.wav,어서 봐봐.
Sess12_impro02_M018,happy,5,KEMDy19/wav/Session12/Sess12_impro02/Sess12_impro02_M018.wav,고기도 해 줘.
Sess12_impro03_M004,neutral,4,KEMDy19/wav/Session12/Sess12_impro03/Sess12_impro03_M004.wav,들었어요아 네 감사합니다.
Sess12_impro01_M011,neutral,4,KEMDy19/wav/Session12/Sess12_impro01/Sess12_impro01_M011.wav,집에서 쓸 일이 있어야 뭘 알지. 어딨어 그래서.
Sess12_impro03_M009,neutral,4,KEMDy19/wav/Session12/Sess12_impro03/Sess12_impro03_M009.wav,아니 저 지금 징계 먹으면 그냥 나가라는 거잖아요. 부장님
Sess12_script01_M031,fear,0,KEMDy19/wav/Session12/Sess12_script01/Sess12_script01_M031.wav,뭐하려고완전히 끝장을 내야지. 
Sess12_impro03_M018,surprise,1,KEMDy19/wav/Session12/Sess12_impro03/Sess12_impro03_M018.wav, 저 이 핸드폰에요. 부장님이 전무님하고 저한테 했던 말 다 녹음돼있습니다. 기억하시죠? 저한테 뭐라고 하셨는지.
Sess12_script04_M006,neutral,4,KEMDy19/wav/Session12/Sess12_script04/Sess12_script04_M006.wav,뭔데 한참 재밌게 보고 있는데.
Sess12_impro01_M010,neutral,4,KEMDy19/wav/Session12/Sess12_impro01/Sess12_impro01_M010.wav,약상자 가져와 봐. 약상자 어딨어?
Sess12_script05_M007,neutral,4,KEMDy19/wav/Session12/Sess12_script05/Sess12_script05_M007.wav,그래서 우리 여진이 꿈은 뭐야?
Sess12_impro03_M022,surprise,1,KEMDy19/wav/Session12/Sess12_impro03/Sess12_impro03_M022.wav,예 누가 더 손핸지 한번 보시구요
Sess12_script02_M006,neutral,4,KEMDy19/wav/Session12/Sess12_script02/Sess12_script02_M006.wav,그럼 소은씨는 왜 물어보시는거죠? 어차피 추진 되면 다 아는 아이디어를 굳이 추진도 하기 전에 물어보는 이유가 뭔가요?
Sess12_impro03_M023,surprise,1,KEMDy19/wav/Session12/Sess12_impro03/Sess12_impro03_M023.wav,그럼 징계위원회 가서 보면 되겠네요
Sess12_impro01_M001,neutral,4,KEMDy19/wav/Session12/Sess12_impro01/Sess12_impro01_M001.wav,여보 나 왔어.
Sess12_script06_M012,surprise,1,KEMDy19/wav/Session12/Sess12_script06/Sess12_script06_M012.wav,아싸 다섯개. 제발 제발 아 어떡해.
Sess12_script05_M011,neutral,4,KEMDy19/wav/Session12/Sess12_script05/Sess12_script05_M011.wav,아 근데 꿈은 왜 물어본 거야?
Sess12_impro04_M004,neutral,4,KEMDy19/wav/Session12/Sess12_impro04/Sess12_impro04_M004.wav,올리브오일.
Sess12_script05_M028,happy,5,KEMDy19/wav/Session12/Sess12_script05/Sess12_script05_M028.wav, 아이 여진아.
Sess12_impro01_M003,neutral,4,KEMDy19/wav/Session12/Sess12_impro01/Sess12_impro01_M003.wav,응.
Sess12_script05_M013,happy,5,KEMDy19/wav/Session12/Sess12_script05/Sess12_script05_M013.wav,음 바다야 바다. 제주도 서귀포에 풍경 좋은 곳이 많거든? 그쪽에 바다가 보이는 양지바른 땅을 사서 하얗고 웅장하게 팬션을 짓는 거야. 마당에서는 바비큐를 하고. 
Sess12_script03_M008,neutral,4,KEMDy19/wav/Session12/Sess12_script03/Sess12_script03_M008.wav, 80점? 아 뭐 제가 보기엔 10점도 안돼 보이는데.
Sess12_script06_M010,disgust,6,KEMDy19/wav/Session12/Sess12_script06/Sess12_script06_M010.wav,야 일단 5천원 확보.
Sess12_script03_M006,neutral,4,KEMDy19/wav/Session12/Sess12_script03/Sess12_script03_M006.wav,아 그래 그래 요즘 자기 영상 찍어서 올리고 이런게 유행이지 거 유진씨는 어떤거죠? 뭐 먹방?
Sess12_script01_M004,fear,0,KEMDy19/wav/Session12/Sess12_script01/Sess12_script01_M004.wav,신고하자아이 잠깐만 그 아 잠깐만 기다려봐. 그러니까 아 좀 생각을 해보자.
Sess12_impro04_M025,angry,2,KEMDy19/wav/Session12/Sess12_impro04/Sess12_impro04_M025.wav,예.
