ID,Emotion,Text,Lable
Sess05_impro03_M014,angry,부장님이라말로 부장님이야말로 저 무시하지 마시죠.,2
Sess05_script03_M008,neutral,그럼 궁금하지.,4
Sess05_impro04_M024,neutral,해야지. 아 진짜 해야지.,4
Sess05_script05_M004,neutral,근데 이게 장점이면서도 단점이군요. 지방대 이공계출신에 더군다나 대학원을 나왔으니 나이도 많고 아이고 경력은 회사생활 딸랑 3개월 빼고는 전무하고.,4
Sess05_impro04_M010,neutral,에이 그래. 아휴 씨 아우 그 손 쬐그마 그 다칠게 그 아유 그 까져갖고. 봐,4
Sess05_script03_M033,happy,응. 여진아 사랑한다. 정말 사랑해.,5
Sess05_script02_M003,neutral,네 그렇게 됐습니다.,4
Sess05_impro04_M004,neutral,에구 으레 나 옷 좀 받아줘.,4
Sess05_script05_M003,neutral,네 잘 알겠습니다. 학점은 꽤 높군요. 전공지식도 풍부하고 대학원까지 나왔으니 이 분야에 대해 많이 아실 거 같습니다.,4
Sess05_script04_M029,surprise, 뭐 뭐야 뭐야. 어디서 나타난 거야? ,1
Sess05_impro02_M005,neutral,먹어봤어요?,4
Sess05_script06_M007,neutral,아 이게 뭐야? 어이고 집 앞 마트는 라면하고 생필품이 싸고 반찬가게는 옆 동네 시장이 괜찮고. 아 이게 뭔데. 아이 날 적어 줘 이게 뭔데?,4
Sess05_impro02_M020,neutral,그래요 그럼 내가 한번 만들어볼게 짬뽕하나 만들어볼 테니까 그럼 당신이 뭐 어떡할래요?,4
Sess05_script06_M017,surprise,뭐? 당신 어릴 적에 사고로 돌아가셨다고 했잖아. 날 속인 거야?,1
Sess05_script01_M021,neutral,잠깐 잠깐 성희야. ,4
Sess05_impro01_M003,neutral,엄마.,4
Sess05_impro02_M013,neutral,억울해? 억울하면 잘 하면 되지.,4
Sess05_script04_M018,angry,너도 사라지게 해줘? 어?,2
Sess05_script01_M023,neutral,구두 어로또 1등 된 사람만 쫓아다니면서 돈 뺐고 구걸하는 사람이 있다잖아 혹시 모르니까 이건 너랑 나만 아는 비밀이야 알았어?,4
Sess05_script03_M013,happy, 음 바다야 바다. 제주도 서귀포에 풍경 좋은 곳이 많거든? 그 쪽에 바다가 보이는 양지바른 땅을 사서 하얗고 웅장하게 펜션을 짓는 거야. 마당에서는 바비큐를 하고. ,5
Sess05_script03_M016,neutral,방금전엔 한다고 했잖아.,4
Sess05_script06_M002,happy,웃기잖아. 어 음 음 야 근데 여 바나나 맛있다. 어 어디서 산 거야?,5
Sess05_script02_M009,neutral, 생각보다 소은씨는 까다롭군요. 그게 왜 궁금하죠?,4
Sess05_script05_M012,neutral,됐구요 어 취직공부 하느라고 연애할 시간도 없었던 거죠? 어 그럼 마지막 연애 한 게 언제에요?,4
Sess05_impro04_M012,neutral,아 따가 따가에헤 그 엄 엄살은 그니까 조심해야지아 따가워 아이고 그 어쩌다 그렇게 됐어 그거를. 애 하고 어떻게 놀았길래 거.,4
Sess05_script06_M006,neutral,아이 뭔데. 아 한참 재밌게 보고 있는데. ,4
Sess05_impro04_M014,sad,아이 그래 아유 속상해 진짜. 아 흉지면 안되는데.,3
Sess05_script05_M013,neutral,그럼 됐죠 뭐. 어 연애이야기를 물어본 건 저도 실례였으니까 이해해주시구요. 어쨌든 이게 다 면접방식중 하납니다. 이해하시죠? 그리고 어 이력서에 보니까 그 특기가 어 그래 노래랑 춤이라고 적혀있는데 노래 잘 해요?,4
Sess05_script01_M007,angry,멍멍이 소리 그만하고 보기나 해 이씨. ,2
Sess05_script01_M005,neutral,아 이거 10분이면 끝나. 아 조금만 기다려. ,4
Sess05_impro02_M011,neutral,아니 무슨 야 이거 튀김옷을 파는 거야,4
Sess05_script02_M002,neutral,네 그렇습니다만. 어쩐 일인가요?,4
Sess05_script06_M010,surprise,장난이지? 농담하는 거지? 어 지금이라도 빨리 병원 가자 어? ,1
Sess05_impro04_M034,happy,사랑한다 사랑한다 사랑해. 아이씨 윤 윤서 깨겠다.,5
Sess05_script05_M019,angry, 아니 나 원 참 어이가 없어서. 그럼 나가세요. 당신 말고도 지원자는 널렸어. ,2
Sess05_script01_M029,neutral,1억이라. ,4
Sess05_script01_M012,happy,아싸 다섯개. 아 제발 제발,5
Sess05_impro03_M002,neutral,네.,4
Sess05_script03_M025,surprise,뭐? 그 갑자기 왜 그래? ,1
Sess05_script04_M010,angry,아니잖아그럼 뭐야 어떻게 된 거야? 사람을 쳤는데 그 사람이 없어졌다는게.,2
Sess05_impro03_M008,surprise, 추가 비용 때문에 추 징계를 징계위원회를 열고 제가 맞습니까?,1
Sess05_script03_M026,surprise, 무슨 소리야. ,1
Sess05_script04_M021,angry, 진짜 무서운게 뭔지 보여줘? 오늘 있었던 일은 너랑 나랑만 아는 거야. 아무도 못 봤어. 그러니까 넌 입 닥치고 있어. 오늘 우린 고라니를 친 거야. 어차피 죽었는지 살았는지도 모르는데 알 바 없잖아.,2
Sess05_impro01_M004,neutral,내가 그렇게 후진가? 내가 사람이 진짜 그렇게 되게 별론가 내가?,4
Sess06_script03_F020,sad,당신. 우리 애들 잘 부탁해? 그리고 남은 시간 우리 행복하게 지내면 되잖아. 나 행복하고싶어 그리고 행복하게 죽고싶어. 예쁜 모습 좋은 모습만 남기고싶어.,3
Sess06_script05_F016,neutral,아니 그래도.,4
Sess06_impro01_F021,neutral,나 피곤하니까 지금 씻을게자기가 사랑한다고 얘기해주면 나도 행복할 것 같아. 한 번만 얘기해줘.,4
Sess06_impro04_F017,fear,네? 저보고 알아서 하라고요? 아 이걸 어떻게 제가 알아서 해요. 전무님 전무님. 아 어떡해? 나보고 어떡하라는 거야. 아우 진짜 독박 쓰게 생겼네 진짜.,0
Sess06_script02_F023,happy,정말? 정말? 진짜지? 어? 진짜지? 아 오빠아이 난 정말 오빠가 짱이야 너무 최고야. 나한테 역시 우리 오빠라니까. 나 근데 천만 원. 아니 1억만. 딱 1억만 주라 응?,5
Sess06_script01_F008,neutral,부끄럽게뭐 어때. 난 오빠 여잔데. 내가 부끄러?,4
Sess06_impro01_F002,neutral,응 자. 오늘 좀 피곤했는지 빨리 자네. 아니 아까 줄넘기 대회 나간다고 연습하느라 많이 피곤했나 봐. 당신도 피곤하지? 얼른 옷 갈아입고 자.,4
Sess06_impro04_F008,angry,지금 자꾸 내 앞에서 왜 자꾸 말꼬리를 잡지? 네? 지금 부장한테 지금 대드는 거예요? 아니 그러게 왜 전무님이 추진한 아이템을 이따위로 만들어요. 네?,2
Sess06_impro03_F018,neutral,아들. 엄마랑 같이 김치찌개 먹을까? 오랜만에 엄마가 솜씨 발휘 좀 해볼까? 응?,4
Sess06_impro02_F003,neutral,아 당연히 오일 올리브오일을 살짝은 넣어야지.,4
Sess06_impro03_F006,neutral,김 부장? 또 그 사람이 왜? 뭐래? 어? 뭐라고 했어? 아이고 이거 파가 파를 내가 안 샀나 어디 갔지?,4
Sess06_script02_F010,surprise, 아이 뭐 엘 설마 뭐 아휴.,1
Sess06_script05_F011,neutral,저를 발전시키고 싶으니까요.,4
Sess06_script03_F007,sad,당신 나 없이도 꿋꿋하게 애들 키우면서 살아야 해. ,3
Sess06_impro02_F013,angry,지금 주방장님 말씀하시는 거는 저를 무시하시는 거고 제 요리에 대해 요리를 땅바닥에 집어던지고 지근지근 밟고 밟는 행동이라고요 지금.,2
Sess06_script01_F002,neutral,고마워. 근데 오빠는 꿈이 뭐야?,4
Sess06_impro02_F001,neutral, 청양고추를 더 넣어서 매운 맛을 좀 더 강하게.,4
Sess06_script05_F014,angry,그리고아니 오타 때문에 아이디어를 탈락시켰다구요? 가장 좋은 아이디어를 오타 때문에?,2
Sess06_script01_F006,neutral, 궁금해? ,4
Sess06_impro03_F008,neutral, 내가 증말 아 어디다 뒀지? 다시 시장엘 가야되나?,4
Sess06_script06_F018,angry,원래 면접을 이런 식으로 보나요?,2
Sess06_script04_F003,fear, 아 지금 생각할게 뭐가 있어. 지섭씨는 여기 있어. 일단 내가 가서 보고 올테니까.,0
Sess06_script01_F021,happy, 오빠 너무 웃겨. ,5
Sess06_script01_F028,happy, 100일 반지. 으이그 이 무능력한 남자야. 여자인 내가 반지를 준비해야겠어? 오빠가 당연히 준비해야지. ,5
Sess06_script02_F005,angry,이씨아 됐고 나 드라마 봐야 돼.,2
Sess06_script02_F009,disgust,퍽이나 좋겠다.,6
Sess06_script01_F030,neutral, 아 오빠. 누가 선물하고 누가 프로포즈 하면 어때? 난 오빠를 사랑하고 지금이 행복해. 우리 둘이 함께 한다는게 중요하잖아.,4
Sess06_script06_F014,surprise, 네? 설마.,1
Sess06_script01_F018,surprise,이게 뭐야? 중국집 젓가락들이잖아. ,1
Sess06_impro01_F006,neutral,에이그 의사선생님이 약상자가 어딨는지도 몰라요?,4
Sess06_impro03_F005,neutral,그럼 음.,4
Sess06_script03_F019,sad,나도 살고 싶어. 나도 사람인데 근데 싸우기엔 너무 늦었고 지쳤어.,3
Sess06_impro02_F015,angry,네.,2
Sess06_script06_F001,neutral,네. 이유진입니다.,4
Sess06_script01_F004,neutral,하 됐고 아 오빠는 내 꿈 안 궁금해?,4
Sess06_impro04_F004,neutral,분위기 좋은 건 알고 있어요. 근데 왜 프로젝트를 하나 진행시킬 때마다 이렇게 문제가 생기는 거죠? 특히 추가비용같은.,4
Sess06_impro01_F016,neutral,오래간만에 한번 말해봐.,4
Sess06_script01_F026,angry,소리야이젠 안 만나. ,2
Sess06_script04_F019,surprise,저 저기 저 저 앞에 사람 우리가 차 친 사람이 지나가고 있어.,1
Sess06_script06_F012,angry, 아니 그런 얘기는 좀.,2
Sess06_impro04_F011,surprise,아 그거 그.,1
Sess06_impro03_F015,sad,형택아 울고 싶으면 울어도 돼. 이 세상에 지금 제일 슬픈 건 너니까. 근데 형택아 너랑 헤어진 여자친구도 지금 세상에서 제일 힘들 거야. 이별은 혼자만 슬픈 게 아니니까 서로 상처받아서 우는 거야. 나도 돌아가신 아빠랑 싸우고 나면 그렇게 마음이 아팠어. ,3
Sess06_script03_F017,sad,아니야. 어차피 안 되는 일인데 어차피 살 수 없는데 사 실낱같은 목숨 붙잡아 두고 본힘드 본인도 힘들고 주위사람도 힘들고.,3
Sess06_script01_F011,happy,바베큐도우와 맛있겠다. ,5
Sess06_script05_F010,neutral,알겠습니다. 그럼 하나만 묻고싶어요. 제 아이디어는 왜 발탁이 안 된 건가요? 남의 아이디어가 더 뛰어나서 그랬다 뭐 이런 식의 뻔한 답변은 안해주실 거라 믿습니다.,4
Sess06_script02_F007,angry,헐 아 그냥 인터넷으로 나중에 검색하라고. ,2
Sess06_impro04_F005,neutral,그건 전 잘 모르겠고 조만간 징계위원회가 열릴 예정이에요.,4
Sess06_impro03_F010,neutral,아니 다 들었어. 응.,4
Sess06_script06_F020,angry,아무리 약자라도 기본적이고 인간적인 대우를 해줘야 될 거 아니야. 시간 때우려고 니들 심심풀이 땅콩으로 채우려고 어? 지원자를 갖고 놀지 말라고.,2
Sess06_impro02_F017,angry,아 그래요. 그러면 주방장님이 요리를 한번 해보세요. 주방장님이 만 만든 짬뽕을 제가 먹어보고 일반 짬뽕이랑 맛이 똑같으면 주방장님이 나가세요. 네? 맛있으면 그냥 제가 나갈게요. 알겠어요?,2
Sess06_impro03_F002,neutral,왜 그래 오늘 무슨 일 있었어?,4
Sess06_script05_F015,neutral,그야 환경단체와 지속적으로 이야기를 나누며 그게 음,4
Sess06_impro02_F016,angry,저는 이 시간부로 이 가게에 나오지 않겠습니다. 네?,2
Sess06_impro02_F012,angry,근데 지금 말씀하시는게 저를 무시하시는 거잖아요.,2
Sess06_script06_F011,surprise,네? 아 아니요 없습니다.,1
Sess06_script06_F002,neutral,아 원래 인서울권 모 대학에 합격했지만 집안사정으로,4
Sess06_script03_F008,sad, 악성이래. 이미 왼쪽에 70프로정도 퍼져있고 정확한 건 가슴을 열어봐야 알겠지만 림프절과 늑막에까지 전이가 됐대.,3
Sess06_impro03_F003,neutral,응.,4
Sess06_impro03_F012,neutral,내가 몰랐네 미안해 엄마가.,4
Sess06_impro02_F008,neutral,뭐.,4
Sess06_script04_F001,fear,몰라. 몰라. 어떡해? ,0
Sess06_script01_F003,neutral,아아 얼른.,4
Sess06_impro01_F012,happy, 아 좀 살살 좀 해줘. ,5
Sess06_script06_F008,neutral,어 그게 80점 정도 주고 싶습니다.,4
Sess06_script01_F022,happy,아니 그러니까 젓가락 100개란게 우리들 만난지 100일 되는 날이라서 준비했다는 거야? ,5
Sess06_script05_F008,neutral,그 우리 회사에서 제일 잘 나가는 팀장님과 새로운 TF팀을 꾸려서 능력을 인정받고 싶었는데 그걸 못하게 됐으니까요. 도대체 어떤 아이디어길래 날 빼고 추진하려는 걸까? 뭐 이런 아쉬움인 거죠.,4
Sess06_script02_F001,neutral,뭐야. 아 시간이 벌써 이렇게 됐네. 아이 드라마 봐야지. 어? 오빠 불 꺼놓고 거실에서 뭐해?,4
Sess06_impro03_F001,neutral,아 우리 아들 왔어? 엄마가 김치찌개 해줄까?,4
Sess06_impro01_F005,neutral,아 별거 아니야. 뭐 뭐 이런 거 갖고 그래. ,4
Sess06_script02_F002,disgust,로또대박참 백수가 가지가지 하네. 그거 방송 후에 검색하면 되지 무슨 본방사수 하면서 봐. 아주 정성 오지구요 지리구요.,6
Sess06_script03_F018,sad,무슨 의미가 있겠어. 3년을 더 사셨다고 아빠는 행복했을까?,3
Sess06_impro04_F006,neutral,그건 뭐 징계위원회 가서 직접 말하면 될 거 같아요.,4
Sess06_impro04_F007,neutral,어 전 잘 모르겠고 그냥 그때 말씀하시면 될 거 같아요. 네.,4
Sess06_script06_F004,neutral,아 그 그게 아무래도 학업에 뜻한 바가 있어서 늦게까지 공부를 하게 됐습니다.,4
Sess06_script01_F023,neutral,에휴 참 나 진짜.,4
Sess06_script01_F029,neutral,미장원에서 샴푸하면서 뭐 동네 아줌마들이 주는 팁으로 좀 모았지. 으이그 오빠는 돈 걱정 하지마. 내가 먹여 살릴게. ,4
Sess06_script06_F005,neutral,취미요? ,4
Sess06_impro03_F017,neutral,자 뚝. 다 큰 아들이 이렇게 펑펑 울고 얘기처럼 응? 니가 아파하면 엄마도 아프잖아. 알겠지?,4
Sess06_script02_F015,happy,사랑하는 오빠 나 잊지마. 나 잊으면 안돼. 나 마침 구두를 새로 좀 사야 되는데 오빠.,5
Sess06_script03_F003,angry, 거기에 마트 생긴지 두 달이 넘었어. 그것도 몰라? ,2
Sess06_script04_F014,fear, 지섭씨 왜 이래?,0
Sess06_impro01_F010,happy,알겠어.,5
Sess06_script01_F019,surprise,도대체 몇 개야? 하나 둘 셋 넷 다섯,1
Sess06_script04_F008,fear,없어졌대매그러니까 그러니까 그게.,0
Sess06_impro01_F017,neutral,오랜만에 듣고 싶네 나 사랑한다고 말해봐. ,4
Sess06_impro04_F016,fear,전무님 지금 어디세요? 아 네 지금 급해요. 윤찬 대리가 지금 이중장부에 대해서 지금 다 알고 있어요. 우리 어떡해요? 아 지금 심장이 두근거려서 미칠 거 같다고요. 이거 까발려지면 전무님이나 저나 무 무사하지 못한다고요. ,0
Sess06_script03_F011,sad, 6개월.,3
Sess06_script05_F002,neutral,회의 시작 전이죠?,4
Sess06_script01_F017,neutral, 그게 뭔데?,4
Sess06_script01_F009,neutral,나랑 같이 살려면 꿈이 있어야 되는 거 아니야? ,4
Sess06_impro02_F006,angry,아 제 요리에 대해서 이렇게 무시하시는 건 조금 아니시죠.,2
Sess06_script04_F016,fear,지섭씨 무서워.,0
Sess06_impro01_F022,happy, 뭐라고? 한번만 더 한번만 더.,5
Sess06_impro03_F016,sad,근데 사과도 못 했어. 아빤 돌아가셨잖아. 나도 그땐 그랬다. 왜 나만 이런 슬픔이 생기는 걸까? 왜 나만 이런 아픔이 있는 걸까 하지만 엄만 너 보면서 참았어. 너 보면서 견뎠어. 넌 이제 나한텐 아들이고 남편이고 내 분신이니까.,3
Sess06_impro01_F003,neutral,아 이거?,4
Sess06_script05_F006,neutral,뭐 이리 깐깐하실까? 어차피 환경프로젝트가 시작되면 회사 사람들은 다 아는 아이디언데 굳이 감추실 필요는 없잖아요?,4
Sess06_impro04_F013,surprise,아 윤찬 대리 지금 조금 오해가 있는 거 같은데. 왜 그러,1
Sess06_impro02_F010,angry,당연히 상하죠.,2
Sess06_script04_F005,fear,아니 그게 말이야. 아무것도 도로에 아무것도 없어.,0
Sess06_impro03_F007,neutral,그치 그 사람 근데 원래 그랬잖아. 그냥 그러려니 해.,4
Sess06_impro04_F001,neutral,어서와요. 윤찬 대리.,4
Sess06_impro02_F002,neutral,아 그니까 올리브오일을 조금 넣어서 좀 맛이 맛이 조금 나는 거 같습니다. 네.,4
Sess06_script01_F013,angry,아 뭐야. ,2
Sess06_impro01_F020,happy,왜 그래아 내가 오늘 행복해서 그렇지.,5
Sess06_script06_F007,neutral,아니요. 패션쪽에 관심이 있어서 옷 코디하는 방법을 찍어서 올리고 있습니다. ,4
Sess06_impro02_F011,angry,지금 제가 저도 요리에 일가견이 있어요. 어 수석 뭐 주방장님이 들어오시기 전에는 저도 이 어? 가게에 책임자였다고요.,2
Sess06_impro01_F004,neutral,아까 윤서 그 놀이터에서 노는데 넘어질 뻔해서 그냥 손으로 받쳐주다가 그냥 바닥에 쓸렸어. 별거 아니야.,4
Sess06_script03_F013,sad,아니야. 난 아니야. 틀렸어.,3
Sess06_script04_F011,fear,자기 무섭게 왜 그래? ,0
Sess06_script01_F014,angry, 나야말로 뭐 오빠랑 누가 결혼한대?,2
Sess06_script04_F018,surprise, 지 지 지 지섭씨 저 저기.,1
Sess06_impro01_F013,happy,옛날에 내가 아파서 병원갔을 때 자기 생각난다. 그때 막 어 나 아프다고 막 살려주세요. 살려주세요. 나도 의사에요. 막 이러고 그랬었잖아 자기가. ,5
Sess06_script02_F006,angry,거라고아 모르겠고 드라마 할 시간이니까 리모콘이나 주시지?,2
Sess06_script04_F006,fear,그래 근데 지금 없어. 죽었는지 살았는지 우리가 친 사람이 없단 말이야.,0
Sess06_script05_F001,neutral,안녕하세요 팀장님.,4
Sess06_script01_F020,surprise,젓가락 100개? 아니 근데 이걸 날 왜 줘?,1
Sess06_impro03_F011,neutral,아 들었어. 미안해. ,4
Sess06_script02_F011,surprise,어 지 진짜? 진짜? 오빠 진짜 어떡해. 여섯개 다 맞는 거 아니야? 1등? 1등?,1
Sess06_script06_F010,neutral, 네. ,4
Sess06_script06_F006,neutral,어 요즘은 유튜브 영상을 찍고 있습니다. ,4
Sess06_script01_F012,neutral,낳아서아유 무슨 셋은 낳아야지.,4
Sess06_script03_F016,sad,미안해. 아빠는 3년동안 폐암으로 병원에 계시다가 돌아가셨어.,3
Sess06_script02_F020,happy,아 오빠. ,5
Sess06_impro01_F024,happy,진짜 내가 저 남자 때문에 산다니까 여보 한 번만 더 말해줘. 여보.,5
Sess06_impro04_F010,neutral,이프로젝트를전 아이 전 잘 모르겠어요. 어쨋든 조만간 징계위원회에서 잘 해명하도록 하세요.,4
Sess06_script03_F012,sad,화 낸다고 달라질 건 없잖아.,3
Sess06_script02_F014,happy,제대로 꼬집어야 꿈인지 아닌 아닌지 알 수 있지. 어떡해. ,5
Sess06_script06_F013,angry,회사다닐 때 했습니다.,2
Sess06_script06_F016,angry,지금 여기서 춤 추고 노래 하라구요?,2
Sess06_script04_F021,surprise,지금 뭐 하려고. ,1
Sess06_script04_F022,fear,지섭씨 제발. 제발. ,0
Sess06_impro02_F009,angry,이거 너무 말씀이 너무 지나치신 거 아니에요 지금.,2
Sess06_script02_F008,angry,준다고아 몰라 그게 당첨이 되겠냐? 으이구 어떤 여자가 될진 모르겠지만 오빠같은 남자랑 결혼 할 여자가 아주 불쌍하다 불쌍해. ,2
Sess06_impro01_F008,neutral,이 정도 괜 괜찮아. 아깐 내가 소독도 하고 그랬어.,4
Sess06_script05_F007,neutral,아 그건 뭐랄까 음 아쉬움? 아 그래요 아쉬움. ,4
Sess06_script01_F031,neutral,대신 프로포즈는 내가 먼저 했으니까 결혼식은 정말 멋있게 해줘야 돼? 알겠지?,4
Sess06_script04_F012,fear,이건 사람이면 사람이면 이러면 안되잖아. 당신 이런 사람 아니잖아 왜 이러는데? ,0
Sess06_script05_F003,neutral,조금 섭섭해서 찾아왔어요. 이번 환경단체 프로젝트에서 저를 빼고 다른 분하고 파트너를 짜셨다면서요?,4
Sess06_script02_F016,happy,아 알겠어어 걱정하지마. 내가 좀 입이 무겁잖아. 그러니까 신상구두좀,5
Sess06_script04_F017,fear, 아 알았 알겠어 알겠어.,0
Sess06_impro02_F014,angry,아니 지금 수석이라서 지금 자신만만하셔갖고 그렇게 저한테 지금 이렇게 말씀하시는 거 같은데 아.,2
Sess06_script02_F024,happy,아 오빠 나 생각만 해도 너무 좋아. ,5
Sess06_impro04_F015,fear,아 진짜 어떡하지? 아 이러고 있을 때가 아니지. ,0
Sess06_script01_F001,neutral,우와 맛있겠다. 근데 자긴 안 먹어?,4
Sess06_script01_F005,angry,아 뭐야. 나 말 안해.,2
Sess06_script03_F015,sad,음 사실 우리 아빠도 나랑 같은 병이었어.,3
Sess06_script04_M022,angry,야 진짜 무서운게 뭔지 보여줘? 오늘 있었던 일 너랑 나랑만 아는 거다. 아무도 못 봤어. 그러니까 너 입 닥치고 있어. 오늘 우리 고라니 친 거야. 어차피 죽었는지 살았는지도 모르니까 알 바 없잖아.,2
Sess06_impro02_M015,neutral,아니 음식이 맛이 없다고 하고서 맛이 없다고 말씀 드리는 거 자체는 인정을 못 하시네.,4
Sess06_impro01_M006,neutral, 이 사람아. 내가 의사야. 어 딱 봐도 알아. 약상자 가지고 와 약 상자.,4
Sess06_script01_M001,neutral, 천천히 먹어. 햄버거 어디 안 도망가. 여 콜라도 좀 먹고. ,4
Sess06_script06_M001,neutral,432번 이유진씨 맞습니까?,4
Sess06_script04_M002,angry,아이 씨 그러니까 날 말렸어야지. 술 먹어서 운전 안 한다고 했잖아이.,2
Sess06_impro01_M021,angry, 뭘 행복해. 손등 다 피나고 아주 작살 내놓고선 뭐가. 참나 행복할 것도 없다. 어휴 씨. 나 피곤하니까 지금 씻을게,2
Sess06_script02_M024,happy, 진짜? 진짜 야 너 진짜다? 야 이거 돈이 좋긴 좋네 이씨. 야 언제? ,5
Sess06_script02_M011,surprise,어 야 야 네개 맞았다. 야 이거 네개 네개 맞았어 이거. 이이 야 이거 오와 야 이거 어떡해.,1
Sess06_script06_M002,neutral,하 지방대 출신이시네요.,4
Sess06_script01_M002,surprise, 뭐? 아니 뭐 갑자기 뭔 왠 꿈빨리 아이 뭐 갑자기 햄버거 먹다 말구 아 글쎄. ,1
Sess06_impro03_M016,sad,예. ,3
Sess06_impro03_M002,neutral,예에.,4
Sess06_script05_M011,neutral,좋은 질문이군요. 솔직히 소은씨 아이디어가 지 가장 훌륭했고 가장 높은 점수를 받았습니다. 하지만 저는 소은씨같은 스타일을 싫어해요.,4
Sess06_script03_M001,happy,촤 야 야 저 저 저거 봐봐 야 저 개그맨 웃기지 않냐? ,5
Sess06_script01_M007,neutral,긍까 우리 여진이 꿈은 뭘까? 응? ,4
Sess06_script05_M006,neutral,그러는 소은씨에게 소은씨는 왜 물어보는 거죠? 어차피 추진되면 다 아는 아이디어를 굳이 추진도 하기 전에 물어보는 이유는 뭔가요?,4
Sess06_script03_M003,neutral,요 앞에 마트가 있었어?,4
Sess06_impro01_M002,neutral,윤서는 자?,4
Sess06_impro01_M008,neutral,일로 와. 일로 와. 손 대. 응? 아이 심각 심각하네. 어?,4
Sess06_impro01_M018,neutral,아이 나 참 아이 나 피곤해. 어? 그 나 내일 일찍 자야돼. 나 내일 아침에 일찍부터 수술있고 그러니 피곤해 자.,4
Sess06_impro01_M016,neutral,뭐.,4
Sess06_script01_M006,surprise,아니 긍까 내 내 뜻은 그게 아니라 어 아이 갑자기 물어보니까 당황해서 그랬지 응? ,1
Sess06_script04_M008,surprise,어? 아무것도 없다니. 어? 아이 그게 말이 돼? 틀림없이 사람 쳤잖아그래 그래 너도 봤잖아. ,1
Sess06_script05_M003,neutral,네 그렇게 됐습니다.,4
Sess06_script03_M011,surprise,아니 수술하면 되는 거 아냐?,1
Sess06_impro01_M005,surprise,여 별 거 아니긴 뭐 딱 봐도 아주 심각하구만 어?,1
Sess06_script03_M020,angry,여보. 아니 왜 이래. 왜 이렇게 약한 생각해.,2
Sess06_script05_M015,neutral, 아 이제 제 이야기는 끝난 거 같네요. 회의시간 10분전입니다. 전 소은씨에게 5분을 드렸고 소은씨는 어느정도 이해한 거 같네요. 버려진 5분만큼 본인 발전하는데 시간을 좀 쓰세요. 그럼 나가주시죠.,4
Sess06_impro01_M019,neutral,뭘 해 줘. 뭘 해 주 뭐 아 그. 나 좀 씻게 좀 하자. 어 나 좀 씻고 자자아 예전엔 말도 잘해주드만 그 예전이지.,4
Sess06_script01_M011,neutral,근데 꿈은 왜 물어본 거야?,4
Sess06_script05_M004,neutral,일하는데 마음 맞고 아이디어 비슷한 사람끼리 하는 거죠. 누굴 차고 차이는 건 그건 아니라고 봅니다.,4
Sess06_script04_M018,angry,야 너 자꾸 이러면 나 더이상 안 참아. ,2
Sess06_script01_M024,neutral,아 근데 하지만 다음에 만날 땐 내가 꼭 멋진 선물 사줄게. 응? 아 내가 지금은 비록 중국집 배달부밖에 안되지만 열심히 일하면 제주도 앞바다에 멋진 펜션 짓고 우리도 멋지게 어 행복하게 살 수 있어.,4
Sess06_impro03_M012,angry,뭐가 미안한데 엄마는. 내 얘기 듣지도 않으면서 맨날 씨 엄마나 진짜 지연이한테 얼마나 잘해줬는데. 나 지연이 없인 못 살아 어? 나에 유일한 버팀목 같은 사람이었다고. 내가 유일하게 사랑했던 여자라고. 아이씨 그런 여자.,2
Sess06_impro02_M012,neutral,예.,4
Sess06_impro01_M001,neutral, 나 왔어.,4
Sess06_script06_M006,neutral,예.,4
Sess06_script02_M004,angry,야 가만 있어라 어? 이게 다 정성을 담아야 당첨되는 거야. 나의 온 기운을 모아서 그리고 이 소망을 담아서 한땀 한땀 이 마킹한 번호의 여섯개가 빛나는 순간까지 아유 아유 본방 지켜보고 간절히 원하고 또 원하면 이게 당첨되는 거라고,2
Sess06_script02_M013,surprise, 야 마지막 하나. 마지막 하나. 제발 제발.,1
Sess06_script04_M024,angry,넌 차에서 내려도 경찰에 전화해도 너 죽어 알았어?,2
Sess06_script02_M021,neutral,못 믿지. ,4
Sess06_script01_M025,sad, 그치? 여진이 그 너가 생각해도 젓가락 100개는 좀 그 심했지? 미안해.,3
Sess06_impro01_M022,neutral, 왜 그래요? 네? 무섭게 왜 그러십니까? 아후 알겠어 알겠어 어? 에 사랑해요. 어 나 이제 씻고 자도 되지?,4
Sess06_script02_M009,surprise,야 오 야 야 야 두개 맞았어. 오케이 오케바리 세개 맞고 아주 어? ,1
Sess06_script04_M009,surprise, 그럼 뭐지? 그럼 뭐지? ,1
Sess06_script04_M025,angry,잊어. 너 다 잊는 거야. 그럼 다시 원래대로 돌아갈 수 있어. 어?,2
Sess06_impro01_M015,neutral, 나 좀 씻을게 어? 피곤하네 그냥. 오늘여보 좀 피곤해가지고 자야겠어.,4
Sess06_script01_M029,surprise,야 이거 어떻게 샀어? 너 돈 없잖아.,1
Sess06_impro01_M003,surprise, 아이 근데 당신은 왜 그래?,1
Sess06_impro01_M025,neutral,,4
Sess06_impro04_M010,angry, 예 알겠습니다. 그럼 징계위원회 가기 가겠습니다. 예? 근데 저 혼자 못 죽어요. 아시겠어요? 그 부 전무님 전무님이랑 부장님 사이에 있는 거 예 그런 거 다 제가 이중장부하는 거 모를 거 같아요? 그리고 이거 여기 핸드폰 안에 있는 거 이거 들리세요? ,2
Sess06_script03_M021,sad, 여보.,3
Sess06_script01_M008,neutral,아 그럼 궁금하지.,4
